Id,Pattern presented,Description,Source 1,Source 2,Publication Year,Field of origin,Source 1,Source 2,,,,,
Pattern491,Persistent Trigger,"The ability for a task to be triggered by a signal from another part of the process or from the external environment. These triggers are persistent in form and are retained by the process until they can be acted on by the receiving task.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern492,Task Data,"Data elements can be defined by tasks which are accessible only within the context of individual execution instances of that task.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern493,Block Data,Block tasks (i.e. tasks which can be described in terms of a corresponding subprocess) are able to define data elements which are accessible by each of the components of the corresponding subprocess.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern494,Scope Data,Data elements can be defined which are accessible by a subset of the tasks in a case.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern495,Multiple Instance Data,"Tasks which are able to execute multiple times within a single case can define data elements which are specific to an individual execution instance.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern496,Case Data,"Data elements are supported which are specific to a process instance or case. They can be accessed by all components of the process during the execution of the case.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern497,Folder Data,"Data elements can be defined which are accessible by multiple cases on a selective basis. They are accessible to all components of the cases to which they are bound.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern498,Workflow Data,"Data elements are supported which are accessible to all components in each and every case of the process and are within the context of the process itself.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern499,Environment Data,"Data elements which exist in the external operating environment are able to be accessed by components of processes during execution.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern500,Task to Task,"The ability to communicate data elements between one task instance and another within the same case. The communication of data elements between two tasks is specified in a form that is independent of the task definitions themselves.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern501,Block Task to Sub-Workflow Decomposition,"The ability to pass data elements from a block task instance to the corresponding subprocess that defines its implementation. Any data elements that are available to a block task are able to be passed to (or be accessed) in the associated subprocess although only a specifically nominated subset of those data elements are actually passed to the subprocess.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern502,Sub-Workflow Decomposition to Block Task,"The ability to pass data elements from the underlying subprocess back to the corresponding block task. Only nominated data elements defined as part of the subprocess are made available to the (parent) block task.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern503,To Multiple Instance Task,"The ability to pass data elements from a preceding task instance to a subsequent task which is able to support multiple execution instances. This may involve passing the data elements to all instances of the multiple instance task or distributing them on a selective basis. The data passing occurs when the multiple instance task is enabled.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern504,From Multiple Instance Task,"The ability to pass data elements from a task which supports multiple execution instances to a subsequent task. The data passing occurs at the conclusion of the multiple instance task. It involves aggregating data elements from all instances of the task and passing them to a subsequent task.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern505,Case to Case,"The passing of data elements from one case of a process during its execution to another case that is executing concurrently.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern506,Task to Environment - Push,The ability of a task to initiate the passing of data elements to a resource or service in the operating environment.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern507,Environment to Task - Pull,"The ability of a task to request data elements from resources or services in the operational environment.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern508,Environment to Task - Push,"The ability for a task to receive and utilise data elements passed to it from services and resources in the operating environment on an unscheduled basis.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern509,Task to Environment - Pull,"The ability of a task to receive and respond to requests for data elements from services and resources in the operational environment.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern510,Case to Environment - Push,"The ability of a case to initiate the passing of data elements to a resource or service in the operational environment.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern511,Environment to Case - Pull,"The ability of a case to request data from services or resources in the operational environment.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern512,Environment to Case - Push,"The ability of a case to accept data elements passed to it from services or resources in the operating environment.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern513,Case to Environment - Pull,The ability of a case to respond to requests for data elements from a service or resource in the operating environment.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern514,Workflow to Environment - Push,"The ability of a process environment to pass data elements to resources or services in the operational environment.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern515,Environment to Workflow - Pull,The ability of a process environment to request global data elements from external applications.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern516,Environment to Workflow - Push,"The ability of services or resources in the operating environment to pass global data to a process.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern517,Workflow to Environment - Pull,The ability of the process environment to handle requests for global data from external applications.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern518,Data Transfer by Value - Incoming,"The ability of a process component to receive incoming data elements by value avoiding the need to have shared names or common address space with the component(s) from which it receives them.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern519,Data Transfer by Value - Outgoing,"The ability of a process component to pass data elements to subsequent components as values avoiding the need to have shared names or common address space with the component(s) to which it is passing them.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern520,Data Transfer - Copy In/Copy Out,The ability of a process component to copy the values of a set of data elements from an external source (either within or outside the process environment) into its address space at the commencement of execution and to copy their final values back at completion.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern521,Data Transfer by Reference - Unlocked,"The ability to communicate data elements between process components by utilizing a reference to the location of the data element in some mutually accessible location. No concurrency restrictions apply to the shared data element.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern522,Data Transfer by Reference - With Lock,"The ability to communicate data elements between process components by passing a reference to the location of the data element in some mutually accessible location. Concurrency restrictions are implied with the receiving component receiving the privilege of read-only or dedicated access to the data element. The required lock is declaratively specified as part of the data passing request.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern523,Data Transformation - Input,"The ability to apply a transformation function to a data element prior to it being passed to a process component. The transformation function has access to the same data elements as the receiving process component.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern524,Data Transformation - Output,"The ability to apply a transformation function to a data element immediately prior to it being passed out of a process component. The transformation function has access to the same data elements as the process component that initiates it.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern525,Task Precondition - Data Existence,Data-based preconditions can be specified for tasks based on the presence of data elements at the time of execution. The preconditions can utilize any data elements available to the task with which they are associated. A task can only proceed if the associated precondition evaluates positively.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern526,Task Precondition - Data Value,Data-based preconditions can be specified for tasks based on the value of specific parameters at the time of execution. The preconditions can utilize any data elements available to the task with which they are associated. A task can only proceed if the associated precondition evaluates positively.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern527,Task Postcondition - Data Existence,Data-based postconditions can be specified for tasks based on the existence of specific parameters at the time of task completion. The postconditions can utilize any data elements available to the task with which they are associated. A task can only proceed if the associated postcondition evaluates positively.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern528,Task Postcondition - Data Value,Data-based postconditions can be specified for tasks based on the value of specific parameters at the time of execution. The postconditions can utilize any data elements available to the task with which they are associated. A task can only proceed if the associated postcondition evaluates positively.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern529,Event-Based Task Trigger,The ability for an external event to initiate a task and to pass data elements to it.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern530,Data-Based Task Trigger,Data-based task triggers provide the ability to trigger a specific task when an expression based on data elements in the process instance evaluates to true. Any data element accessible within a process instance can be used as part of a data-based trigger expression.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern531,Data-Based Routing,"Data-based routing provides the ability to alter the control-flow within a case based on the evaluation of data-based expressions. A data-based routing expression is associated with each outgoing arc of an OR-split or XOR-split. It can be composed of any data-values, expressions and functions available in the process environment providing it can be evaluated at the time the split construct with which it is associated completes. Depending on whether the construct is an XOR-split or OR-split, a mechanism is available to select one or several outgoing arcs to which the thread of control should be passed based on the evaluation of the expressions associated with the arcs.",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern532,Direct Distribution,"The ability to specify at design time the identity of the resource(s) to which instances of this task will be distributed at runtime.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern533,Role-Based Distribution,"The ability to specify at design-time one or more roles to which instances of this task will be distributed at runtime. Roles serve as a means of grouping resources with similar characteristics. Where an instance of a task is distributed in this way, it is distributed to all resources that are members of the role(s) associated with the task.",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern534,Deferred Distribution,"The ability to specify at design-time that the identification of the resource(s) to which instances of this task will be distributed will be deferred until runtime.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern535,Authorization,"The ability to specify the range of privileges that a resource possesses in regard to the execution of a process. In the main, these privileges define the range of actions that a resource can initiate when undertaking work items associated with tasks in a process.",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern536,Separation of Duties,The ability to specify that two tasks must be executed by different resources in a given case.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern537,Case Handling,"The ability to allocate the work items within a given case to the same resource at the time that the case is commenced.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern538,Retain Familiar,"Where several resources are available to undertake a work item, the ability to allocate a work item within a given case to the same resource that undertook a preceding work item.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern539,Capability-Based Distribution,"The ability to distribute work items to resources based on specific capabilities that they possess. Capabilities (and their associated values) are recorded for individual resources as part of the organizational model.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern540,History-Based Distribution,"The ability to distribute work items to resources on the basis of their previous execution history.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern541,Organisational Distribution,"The ability to distribute work items to resources based their position within the organisation and their relationship with other resources.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern542,Automatic Execution,"The ability for an instance of a task to execute without needing to utilise the services of a resource.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern543,Distribution by Offer - Single Resource,The ability to distribute a work item to a selected individual resource on a non-binding basis.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern544,Distribution by Offer - Multiple Resources,The ability to distribute a work item to a group of selected resources on a non-binding basis.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern545,Distribution by Allocation - Single Resource,"The ability to distribute a work item to a specific resource for execution on a binding basis.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern546,Random Allocation,"The ability to allocate work items to a selected resource chosen from a group of eligible resources on a random basis.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern547,Round Robin Allocation,"The ability to allocate a work item to a selected resource chosen from a group of eligible resources on a cyclic basis.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern548,Shortest Queue,"The ability to allocate a work item to a selected resource chosen from a group of eligible resources on the basis of having the shortest work queue.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern549,Early Distribution,"The ability to advertise and potentially distribute a work items to resources ahead of the moment at which it is actually enabled.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern550,Distribution on Enablement,"The ability to advertise and distribute a work items to resources at the moment that the task to which it corresponds is enabled for execution.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern551,Late Distribution,"The ability to advertise and distribute work items to resources after the task to which the work item corresponds has been enabled for execution.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern552,Resource-Initiated Allocation,"The ability for a resource to commit to undertake a work item without needing to commence working on it immediately.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern553,Resource-Initiated Execution - Allocated Work Item,"The ability for a resource to commence work on a work item that is allocated to it.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern554,Resource-Initiated Execution - Offered Work Item,"The ability for a resource to select a work item offered to it and commence work on it immediately.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern555,System-Determined Work Queue Content,"The ability of the system to order the content and sequence in which work items are presented to a resource for execution.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern556,Resource-Determined Work Queue Content,"The ability for resources to specify the format and content of work items listed in the work queue for execution.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern557,Selection Autonomy,"The ability for resources to select a work item for execution based on its characteristics and their own preferences.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern558,Delegation,"The ability for a resource to allocate an unstarted work item previously allocated to it (but not yet commenced) to another resource.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern559,Escalation,"The ability of a system to distribute a work item to a resource or group of resources other than those it has previously been distributed to in an attempt to expedite the completion of the work item.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern560,Deallocation,"The ability of a resource (or group of resources) to relinquish a work item which is allocated to it (but not yet commenced) and make it available for distribution to another resource or group of resources.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern561,Stateful Reallocation,"The ability of a resource to allocate a work item that they are currently executing to another resource without loss of state data.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern562,Stateless Reallocation,"The ability for a resource to reallocate a work item that it is currently executing to another resource without retention of state.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern563,Suspension/Resumption,"The ability for a resource to suspend and resume execution of a work item.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern564,Skip,"The ability for a resource to skip a work item allocated to it and mark the work item as complete.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern565,Redo,"The ability for a resource to redo a work item that has previously been completed in a case. Any subsequent work items (i.e. work items that correspond to subsequent tasks in the process) must also be repeated.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern566,Pre-Do,"The ability for a resource to execute a work item ahead of the time that it has been offered or allocated to resources working on a given case. Only work items that do not depend on data elements from preceding work items can be ""pre-done"".",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern567,Commencement on Creation,"The ability for a resource to commence execution on a work item as soon as it is created.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern568,Commencement on Allocation,"The ability to commence execution on a work item as soon as it is allocated to a resource.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern569,Piled Execution,"The ability to initiated the next instance of a task (perhaps in a different case) once the previous one has completed with all associated work items being allocated to the same resource. The transition to Piled Execution mode is at the instigation of an individual resource. Only one resource can be in Piled Execution mode for a given task at any time.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern570,Chained Execution,"The ability to automatically start the next work item in a case once the previous one has completed. The transition to Chained Execution mode is at the instigation of the resource.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern571,Configurable Unallocated Work Item Visibility,The ability to configure the visibility of unallocated work items by process participants.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern572,Configurable Allocated Work Item Visibility,The ability to configure the visibility of allocated work items by process participants.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern573,Simultaneous Execution,The ability for a resource to execute more than one work item simultaneously.,P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern574,Additional Resources,"The ability for a given resource to request additional resources to assist in the execution of a work item that it is currently undertaking.
",P24,,2011,Business Process Modeling,"van der Aalst, W. M. P., & Hofstede, A. ter. (2011). Workflow patterns. Retrieved October 21, 2019, from http://www.workflowpatterns.com/",#N/D,,,,,
Pattern575,Clarify Service Entry Points,"The intent of this pattern is to rationalize all customer and user contact with the IT service provider. This is done by distinguishing all possible classes of contacts: Ideation/exploration request, Project request, Service request, Incident report. ",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern576,Standard Technology Stack,"The intent of this pattern is to reduce complexity in the IT environment and improve estimation accuracy for IT projects. One current trend to improve estimation accuracy, as well as operational stability, is the definition of approved echnology stacks in an environment.",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern577,Justify Change,The intent of this pattern is to use the RFS not only as a control point for managing risk but also as a control point for managing IT demand and expenditure.,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
